Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Estimates Start After
Spain,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,944.54","8,569.54","9,164.91","9,638.89","10,110.15","10,642.57","11,197.37","12,110.44","13,168.78","14,336.91","15,412.05","16,284.00","16,741.58","16,862.19","17,575.78","18,638.27","19,393.08","20,433.63","21,503.04","22,750.62","24,239.42","25,495.03","26,180.58","27,048.86","28,230.13","29,665.48","31,353.13","32,754.26","33,220.95","32,008.83","32,269.91","32,610.18","32,495.72","32,741.06",2014
Sri Lanka,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,030.33","1,170.94","1,292.41","1,371.94","1,500.04","1,608.95","1,694.88","1,746.01","1,837.45","1,932.35","2,106.12","2,385.16","2,337.06","2,538.12","2,759.82","2,956.39","3,375.79","3,606.12","3,765.36","3,931.75","4,203.65","4,173.14","4,188.24","4,472.62","4,792.99","5,209.01","5,735.77","6,239.65","6,688.10","6,923.04","7,510.41","8,241.26","8,874.56","9,601.39",2012
St. Kitts and Nevis,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,192.45","3,556.81","3,977.90","4,085.79","4,748.30","5,327.94","5,936.17","6,613.56","7,579.55","8,376.32","9,191.21","9,765.03","10,348.21","11,223.70","12,139.28","12,879.38","13,931.98","15,257.30","15,817.55","15,851.53","16,474.50","17,037.99","17,158.34","16,405.08","17,176.05","18,897.01","19,966.79","21,064.70","21,776.93","20,700.49","19,756.47","19,396.76","19,200.07","20,316.97",2003
St. Lucia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,154.78","2,436.98","2,598.62","2,770.84","3,052.09","3,493.58","4,042.58","4,254.26","4,958.16","5,527.77","6,112.06","6,252.38","6,799.79","6,895.41","7,015.01","7,145.23","7,403.74","7,337.93","7,771.57","8,009.11","8,025.16","7,820.77","7,902.01","8,399.99","9,290.15","9,462.76","10,499.15","10,787.57","11,246.03","11,219.78","11,093.11","11,331.31","11,346.67","11,475.32",2012
St. Vincent and the Grenadines,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,706.50","1,922.82","2,078.15","2,211.98","2,392.82","2,554.43","2,724.98","2,790.37","3,242.42","3,451.16","3,722.02","3,901.16","4,274.25","4,534.02","4,577.64","4,991.94","5,138.13","5,422.86","5,727.47","5,939.01","6,185.18","6,432.73","6,900.66","7,521.48","8,048.66","8,521.09","9,269.55","9,761.00","9,894.99","9,760.98","9,639.16","9,852.17","10,153.83","10,547.53",2014
Sudan,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",418.376,472.196,507.421,505.198,471.662,470.543,513.321,545.178,577.699,593.591,568.659,626.822,597.926,631.217,639.087,696.119,736.511,"1,190.11","1,446.69","1,760.70","2,176.30","2,343.06","2,453.97","2,636.42","2,814.76","2,849.42","3,117.75","3,384.60","3,465.91","3,563.07","3,620.85","4,484.10","4,109.59","4,207.86",2011
Suriname,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,681.48","5,863.44","6,157.67","6,074.84","5,701.69","6,383.36","7,142.19","7,659.31","7,818.74","7,752.15","7,826.19","8,274.72","8,612.40","9,235.37","10,000.94","10,706.31","11,539.43","12,311.06","12,894.34","13,203.20","13,866.65","14,658.37","15,337.47","15,863.85",2011
Swaziland,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,504.35","1,831.15","1,912.35","1,955.19","2,086.39","2,165.43","2,398.18","2,721.98","2,899.85","3,291.77","3,636.25","3,734.65","3,844.18","3,953.39","4,072.66","4,239.33","4,379.39","4,488.85","4,552.22","4,667.57","4,825.06","4,973.81","5,182.23","5,489.62","5,864.04","6,288.60","6,687.85","7,825.98","8,230.53","8,355.11","8,482.54","8,660.75","8,979.57","9,283.68",2009
Sweden,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,531.05","12,012.85","12,933.18","13,715.26","14,790.53","15,581.64","16,315.41","17,211.33","18,155.43","19,171.51","19,891.23","20,216.37","20,362.82","20,314.86","21,420.73","22,693.13","23,439.46","24,523.61","25,817.98","27,378.63","29,256.98","30,301.76","31,293.71","32,552.17","34,754.11","36,735.03","39,353.97","41,459.84","41,704.22","39,482.56","42,021.51","43,719.27","44,057.80","44,931.84",2014
Switzerland,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","17,032.18","18,820.59","19,575.83","20,372.16","21,686.50","23,105.32","23,902.31","24,739.59","26,271.06","28,258.84","30,142.24","30,475.31","30,737.38","31,116.16","31,920.24","32,528.50","33,107.80","34,353.45","35,653.47","36,641.55","38,797.72","40,065.59","40,415.17","40,927.41","42,891.57","45,319.01","48,333.79","51,335.07","52,912.06","51,444.02","52,999.01","54,527.75","55,541.28","56,864.80",2014
Syria,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,068.81","2,371.63","2,500.48","2,555.71","2,394.70","2,563.86","2,411.31","2,421.62","2,733.04","2,580.58","2,854.96","3,171.36","3,569.23","3,817.15","4,005.58","4,201.78","4,298.57","4,222.86","4,400.16","4,223.44","4,306.21","4,445.31","4,648.81","4,512.03","4,806.25","5,101.19","5,389.45","5,705.19","5,930.28","6,175.29","6,374.90",n/a,n/a,n/a,2010
Taiwan Province of China,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,056.44","3,982.62","4,355.61","4,864.80","5,462.62","5,833.59","6,570.09","7,510.52","8,300.22","9,283.36","10,048.21","11,138.92","12,220.99","13,240.09","14,410.01","15,535.18","16,664.48","17,806.14","18,598.39","20,001.99","21,590.45","21,678.85","23,119.83","24,461.51","26,669.63","28,914.98","31,333.38","34,141.33","34,936.46","34,526.29","38,592.76","40,777.49","42,220.44","43,758.31",2014
Tajikistan,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,311.38","1,185.63",946.075,836.028,804.503,819.725,855.479,873.042,947.94,"1,047.41","1,136.90","1,252.16","1,393.50","1,503.68","1,624.69","1,760.16","1,894.95","1,942.76","2,070.45","2,216.00","2,376.19","2,540.28",2014
Tanzania,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",590.711,630.137,654.142,677.068,705.465,741.613,785.943,832.343,877.46,914.135,981.451,"1,002.26",999.358,"1,004.56","1,011.80","1,039.64","1,076.39","1,103.19","1,126.47","1,168.70","1,223.29","1,294.25","1,371.72","1,444.07","1,545.12","1,650.42","1,732.10","1,877.74","1,969.13","2,038.40","2,140.79","2,301.35","2,406.73","2,572.17",2012
Thailand,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,604.95","1,804.95","1,979.45","2,143.03","2,297.72","2,422.90","2,550.91","2,817.17","3,237.73","3,751.26","4,263.99","4,720.98","5,198.71","5,753.53","6,270.22","6,842.45","7,286.77","7,136.27","6,597.76","6,940.26","7,358.20","7,712.56","8,236.50","8,925.72","9,664.52","10,305.56","11,068.42","11,896.70","12,258.02","12,183.02","13,181.29","13,505.89","14,692.95","15,275.22",2014
Timor-Leste,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,213.40","1,253.63","1,166.15","1,169.60","2,728.97","4,222.97","6,564.35","6,854.60","7,538.92","6,828.15","6,504.66","7,269.01","7,550.67","6,404.38",2011
Togo,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",890.219,912.681,803.555,764.546,809.103,837.036,853.27,826.567,913.887,961.204,"1,028.72","1,033.50","1,003.13",842.88,959.726,"1,143.19","1,086.23","1,109.76","1,059.67","1,067.46","1,048.98","1,030.40","1,006.90","1,052.49","1,082.91","1,106.83","1,159.14","1,151.16","1,171.44","1,190.44","1,221.89","1,273.29","1,338.14","1,396.57",2010
Tonga,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",736.092,912.565,"1,087.39","1,183.22","1,747.05","1,913.94","2,135.59","2,221.52","2,207.77","2,307.31","2,492.66","2,711.29","2,654.47","2,702.40","2,822.21","3,000.31","3,053.91","2,983.28","3,099.27","3,202.65","3,296.43","3,466.87","3,604.90","3,713.85","3,844.37","3,960.52","3,951.10","4,000.00","4,169.91","4,316.92","4,496.65","4,660.67","4,682.11","4,724.00",2012
Trinidad and Tobago,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,492.14","8,403.57","9,115.60","8,363.48","8,041.89","7,853.75","7,663.37","7,430.20","7,329.81","7,497.53","7,838.57","8,262.68","8,260.93","8,288.11","8,725.06","9,224.71","10,027.63","10,963.29","11,963.95","13,098.59","14,373.02","15,260.82","16,654.54","19,346.69","21,350.70","23,287.65","27,037.13","28,930.53","30,349.67","29,103.33","29,307.97","29,803.15","30,666.56","31,550.93",2012
Tunisia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,133.17","2,393.71","2,469.83","2,624.91","2,840.84","2,998.98","2,902.12","3,109.13","3,166.37","3,314.63","3,570.09","3,765.93","4,076.13","4,235.41","4,373.55","4,496.11","4,821.05","5,113.67","5,356.88","5,691.36","6,009.72","6,379.27","6,520.89","6,949.93","7,496.05","7,969.20","8,593.76","9,285.03","9,790.00","10,063.65","10,347.04","10,235.04","10,710.96","11,018.64",2010
Turkey,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,545.18","3,956.43","4,232.44","4,344.85","4,695.61","4,938.86","5,270.29","5,819.84","6,253.67","6,421.39","7,111.05","7,269.52","7,727.59","8,407.80","7,984.79","8,574.50","9,170.30","9,846.55","9,794.08","9,472.83","10,199.03","9,701.73","10,325.23","10,954.16","12,162.81","13,442.63","14,627.01","15,523.94","15,732.27","14,880.06","16,193.13","17,715.25","18,192.08","19,041.13",2013
Turkmenistan,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,062.46","2,793.58","2,300.47","2,126.21","1,971.86","1,604.07","1,797.65","2,088.55","2,490.01","3,016.03","3,490.48","4,106.17","4,762.75","5,469.53","6,157.36","6,909.60","7,956.80","8,374.92","9,108.01","10,498.43","11,686.38","12,881.43",2004
Tuvalu,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,626.56","2,562.78","2,556.41","2,498.06","2,614.95","2,818.65","3,063.79","2,912.55","2,830.96","3,093.68","3,116.19","3,174.20",2012
Uganda,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",366.801,404.199,450.742,476.629,463.714,448.885,446.252,458.939,495.75,528.275,562.91,571.678,581.783,624.774,655.434,723.078,777.013,807.159,820.984,874.702,912.188,982.414,"1,034.90","1,082.92","1,134.92","1,248.26","1,330.94","1,428.44","1,552.70","1,634.20","1,723.36","1,820.02","1,839.38","1,874.93",2013
Ukraine,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,136.61","5,368.86","4,269.10","3,861.05","3,577.55","3,553.33","3,557.19","3,635.86","3,975.70","4,480.45","4,834.01","5,442.97","6,297.66","6,750.26","7,530.14","8,415.15","8,816.41","7,568.51","7,712.06","8,327.93","8,540.55","9,696.94",2014
United Arab Emirates,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","74,731.96","81,044.60","75,106.18","71,527.18","71,456.44","68,237.22","53,857.93","55,835.52","47,157.04","54,564.58","70,521.56","71,204.88","71,964.77","71,109.77","72,830.52","73,292.60","77,585.92","81,115.09","75,236.81","74,053.70","86,155.58","84,874.32","83,477.08","87,364.99","92,863.30","92,059.94","85,376.66","72,892.35","59,076.85","55,535.22","56,687.36","58,916.56","62,461.51","64,294.08",2010
United Kingdom,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,707.91","9,435.80","10,241.23","11,087.92","11,721.32","12,493.13","13,117.66","14,168.56","15,504.18","16,466.35","17,118.81","17,408.48","17,839.58","18,705.26","19,821.46","20,688.59","21,576.26","22,448.01","23,423.57","24,444.09","25,853.50","27,043.04","28,033.86","29,705.76","31,120.11","32,807.38","34,643.43","36,233.77","36,574.79","35,039.12","35,872.26","36,613.54","37,286.28","38,295.26",2014
United States,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,575.57","13,965.77","14,410.16","15,531.18","17,099.35","18,231.83","19,078.41","20,062.66","21,442.13","22,879.18","23,913.76","24,365.62","25,466.83","26,441.65","27,755.76","28,762.68","30,047.31","31,553.62","32,929.04","34,601.72","36,432.51","37,241.35","38,113.89","39,591.87","41,838.46","44,218.31","46,351.67","47,954.53","48,302.28","46,909.42","48,309.45","49,725.00","51,384.00","52,607.92",2014
Uruguay,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,279.24","4,735.17","4,529.88","4,525.07","4,605.02","4,792.05","5,291.72","5,824.56","6,080.89","6,351.80","6,570.02","6,988.29","7,668.51","8,011.51","8,695.50","8,694.01","9,288.78","9,811.40","10,286.77","10,088.18","10,097.58","9,947.68","9,387.71","9,812.53","10,555.92","11,623.01","12,438.27","13,565.91","14,779.52","15,473.16","16,825.82","17,995.26","18,868.84","20,084.01",2014
Uzbekistan,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,768.67","1,728.39","1,641.10","1,630.45","1,656.26","1,717.52","1,783.76","1,861.89","1,950.82","2,054.10","2,142.55","2,252.43","2,464.71","2,691.88","2,943.42","3,258.95","3,561.29","3,814.29","4,115.58","4,455.38","4,802.92","5,185.40",2013
Vanuatu,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",952.183,"1,050.12","1,100.37","1,150.18","1,264.90","1,269.61","1,256.07","1,233.10","1,220.03","1,278.09","1,460.38","1,525.56","1,569.48","1,587.72","1,690.68","1,699.11","1,725.54","1,794.55","1,788.84","1,776.75","1,881.82","1,817.76","1,710.62","1,777.91","1,856.94","1,972.98","2,156.08","2,275.62","2,414.45","2,460.17","2,470.54","2,495.00","2,527.46","2,560.35",2013
Venezuela,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,838.05","8,208.12","8,689.73","7,918.97","8,392.73","8,499.37","9,087.70","9,527.94","10,246.88","8,945.02","9,556.75","10,580.64","11,213.77","11,253.40","10,976.20","11,397.34","11,338.49","12,019.65","11,946.86","11,181.86","11,627.38","12,055.33","10,943.72","10,097.80","12,047.41","13,462.58","15,044.19","16,520.43","17,446.25","16,744.44","16,434.95","17,209.73","18,233.88","18,486.82",2010
Vietnam,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",435.492,493.467,555.845,607.249,668.8,715.07,739.001,759.964,811.06,890.457,951.741,"1,021.58","1,115.73","1,213.38","1,326.20","1,458.90","1,598.49","1,731.18","1,822.65","1,910.02","2,058.15","2,220.16","2,382.32","2,570.41","2,807.51","3,102.93","3,383.70","3,681.31","3,924.10","4,123.42","4,395.52","4,716.98","5,003.44","5,305.15",2012
Yemen,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,145.32","2,249.40","2,371.60","2,405.92","2,505.22","2,592.55","2,661.34","2,753.77","2,859.13","2,921.20","3,075.71","3,164.98","3,237.11","3,319.67","3,437.10","3,630.81","3,745.40","3,854.43","3,951.41","4,011.51","4,245.90","3,672.37","3,717.98","3,845.48",2008
Zambia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,424.08","1,607.41","1,605.87","1,599.95","1,579.69","1,601.90","1,613.53","1,630.54","1,790.06","1,738.34","1,737.58","1,730.46","1,753.94","1,743.71","1,498.19","1,535.31","1,618.08","1,663.28","1,629.89","1,685.68","1,744.76","1,832.07","1,895.89","2,016.74","2,162.35","2,331.86","2,524.80","2,732.41","2,918.95","3,120.12","3,380.17","3,557.33","3,746.61","3,932.88",2010
Zimbabwe,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,161.58","2,178.27","2,138.38","2,181.45","2,046.36","1,741.45","1,660.70","1,569.40","1,536.33","1,520.21","1,284.51","1,379.27","1,541.09","1,716.63","1,885.15","1,980.01",2012
